Stock,MAE,MAPE,RMSE,R2,Accuracy
DJI,558.1432604015274,0.014002224961594324,679.1701053390298,0.2685894507276704,98.59977750384057
DXY,0.09623550736374187,0.0008918129892255457,0.12037770009014478,0.9826859742241589,99.91081870107745
FTSE,33.03559279042903,0.009444725915665596,43.26522113606059,0.6353185556911426,99.05552740843345
NDX,21.174219736438747,0.0011014196023851472,29.122670852615233,0.9980979764420872,99.88985803976148
NI225,67.80276437127395,0.0017429744212990885,83.43616514700747,0.989725168412646,99.82570255787009
NIFTY,19.115293422554025,0.0008209205182882286,28.630459390330554,0.9988333335708964,99.91790794817118
SSE,190.83300974889153,0.06632983523773946,262.4468667238384,-7.280653314501775,93.36701647622606
SPX,3.418874619578069,0.0006310854609527249,4.935011164378637,0.9982881943120738,99.93689145390474
DAXEUR,507.3678035244271,0.025152764514428917,650.6919148756176,-0.5680576365968779,97.4847235485571
